5.621602,0.000000
5.716957,0.164851
5.739548,0.173739
5.675779,0.167896
5.697346,0.166116
5.713165,0.166934
5.693366,0.169832
5.746634,0.170320
5.604609,0.176394
5.672551,0.170313
5.666842,0.174325
5.723719,0.171500
5.673252,0.165861
5.691946,0.173259
5.669459,0.164254
5.662257,0.167738
5.672738,0.168178
5.714380,0.168654
5.681458,0.170806
5.637057,0.156390
5.641298,0.164146
5.657062,0.170262
5.674625,0.171757
5.650102,0.173196
5.712537,0.174242
5.670366,0.166393
5.650115,0.166100
5.672200,0.161090
5.657678,0.174348
5.658332,0.175150
5.736231,0.169545
5.705356,0.171038
5.743766,0.184180
5.661490,0.159289
5.718024,0.169924
5.680394,0.169997
5.668993,0.170634
5.765491,0.170831
5.688562,0.166162
5.673171,0.172499
5.697954,0.170268
5.674078,0.168603
5.694594,0.165335
5.658469,0.167254
5.747293,0.169335
5.702191,0.167646
5.723226,0.170752
5.690400,0.160718
5.724833,0.170533
5.701870,0.171979
5.677243,0.159295
5.703406,0.177174
5.752027,0.172384
5.694215,0.165527
5.761913,0.167210
5.576391,0.176623
5.648820,0.166496
5.724669,0.167334
5.713804,0.171144
5.687549,0.160148
5.707206,0.169876
5.701725,0.165596
5.706489,0.176827
5.675458,0.160179
5.631423,0.169507
5.686404,0.172078
5.654139,0.170543
5.664809,0.178897
5.754833,0.166390
5.692578,0.171951
5.685592,0.165515
5.627051,0.173332
5.647547,0.174249
5.724849,0.167263
5.619724,0.169685
5.623097,0.175130
5.647052,0.168204
5.716315,0.164401
5.698086,0.170056
5.675813,0.170631
5.669867,0.172489
5.659695,0.166275
5.617132,0.163667
5.706747,0.171923
5.746554,0.169525
5.691654,0.165811
5.702059,0.173189
5.744565,0.170503
5.764565,0.165858
5.696739,0.166910
5.622307,0.170297
5.733055,0.169253
5.666642,0.168873
5.678445,0.172868
5.703028,0.167451
5.746242,0.173472
5.666246,0.168067
5.774241,0.174377
5.753649,0.171873
5.812407,0.175458
5.691933,0.172588
5.722655,0.174539
5.640846,0.172025
5.702763,0.171150
5.671973,0.168591
5.645749,0.164715
5.710457,0.165201
5.718316,0.168029
5.732411,0.168788
5.628832,0.169012
5.694091,0.174379
5.689599,0.174962
5.767998,0.170110
5.719939,0.173302
5.703651,0.173675
5.751459,0.167617
5.782023,0.175778
5.752450,0.170760
5.684748,0.169829
5.788651,0.171822
5.760101,0.176019
6.232352,0.214243
5.711249,0.173465
5.717221,0.168499
5.782588,0.171801
5.782755,0.168449
5.751584,0.171705
5.691374,0.176662
5.754700,0.175468
5.684767,0.167599
5.752372,0.174378
5.737768,0.175735
5.728914,0.165736
5.751459,0.175914
5.821254,0.174451
5.818804,0.173342
5.844204,0.174445
5.696761,0.172229
5.743121,0.174321
5.730966,0.171964
5.701461,0.166984
5.757940,0.242386
5.774253,0.170413
5.752009,0.172592
5.699841,0.175052
5.786104,0.169807
5.708150,0.184054
5.897759,0.175275
6.406571,0.227519
5.729256,0.172889
5.694401,0.175726
6.444264,0.262663
5.735764,0.181013
5.684158,0.162419
5.739664,0.170703
5.690212,0.169338
6.115617,0.195145
5.748407,0.174175
5.690523,0.173679
5.791042,0.174187
5.754746,0.171466
5.701622,0.174523
5.813201,0.179429
5.798929,0.175498
5.848283,0.164910
5.758093,0.172617
5.703566,0.164350
5.708234,0.172550
5.748769,0.173456
5.740748,0.172684
5.715718,0.173515
5.731613,0.170150
5.693414,0.172972
5.705136,0.168998
5.727426,0.175772
5.729075,0.175632
5.766171,0.171900
5.762858,0.171077
5.865416,0.174524
5.646554,0.173305
5.729021,0.162569
5.759788,0.170541
5.737310,0.171155
5.689916,0.173864
5.690703,0.169888
5.729552,0.169413
5.707038,0.172958
5.719041,0.175500
5.781381,0.171830
5.681700,0.172487
5.755417,0.171460
5.725114,0.169631
5.798378,0.171413
5.732883,0.173178
5.710752,0.173571
5.729451,0.170289
5.704976,0.167220
5.740460,0.174449
5.761777,0.164416
5.794431,0.173083
5.688992,0.172814
5.692994,0.173852
5.740063,0.171140
5.736189,0.176469
5.686470,0.170503
5.782020,0.172989
5.718105,0.176336
5.676204,0.177272
5.724533,0.177469
5.743345,0.175407
5.772493,0.166818
5.804586,0.175468
5.761592,0.177513
5.806443,0.177793
5.686338,0.168146
5.878699,0.180555
5.703949,0.165686
5.806250,0.172151
5.724917,0.174882
5.717904,0.172281
5.854595,0.174134
5.743535,0.170173
5.763325,0.170604
5.721362,0.169013
5.748255,0.177956
5.721898,0.169031
5.653796,0.174937
5.821166,0.186229
5.748855,0.178948
5.761832,0.178243
5.636897,0.172518
5.751871,0.166180
5.775238,0.178840
5.736573,0.168388
5.796390,0.175484
5.762330,0.174661
5.696562,0.172266
5.748282,0.174825
5.773093,0.170225
5.722737,0.169226
5.716907,0.175887
5.772092,0.174129
5.818700,0.180008
5.771715,0.169369
5.640981,0.174446
5.708020,0.178501
5.770764,0.185488
5.705191,0.171356
5.948336,0.185064
5.725650,0.171686
5.753434,0.168364
